ratio, 0.0, 0.0093637650013
ratio, 0.1, 0.00825110197067
ratio, 0.2, 0.00719089794159
ratio, 0.4, 0.00534012007713
ratio, 0.5, 0.00460137820244
ratio, 0.6, 0.00388846588135
ratio, 0.7, 0.0032683429718
ratio, 0.8, 0.00291047406197
ratio, 0.9, 0.00272626900673
ratio, 1.0, 0.00263741707802
ratio, 0.0, 0.01047371912
ratio, 0.1, 0.00876020097733
ratio, 0.2, 0.00778471589088
ratio, 0.4, 0.00563798904419
ratio, 0.5, 0.00475043702126
ratio, 0.6, 0.00384363102913
ratio, 0.7, 0.00340824103355
ratio, 0.8, 0.00287686300278
ratio, 0.9, 0.0024597120285
ratio, 1.0, 0.00235371899605
ratio, 0.0, 0.00949008393288
ratio, 0.0, 0.00957400488853
ratio, 0.1, 0.0086085729599
ratio, 0.2, 0.00703754496574
ratio, 0.3, 0.00632107806206
ratio, 0.4, 0.00542361497879
ratio, 0.5, 0.00441558814049
ratio, 0.6, 0.00371232199669
ratio, 0.7, 0.00312876319885
ratio, 0.8, 0.0028119738102
ratio, 0.9, 0.00257346701622
ratio, 1.0, 0.00254076099396
ratio, 0.0, 0.0102616541386
ratio, 0.1, 0.00882171106339
ratio, 0.2, 0.00880692386627
ratio, 0.3, 0.00745887899399
ratio, 0.4, 0.0053593609333
ratio, 0.5, 0.00439805197716
ratio, 0.6, 0.00364716219902
ratio, 0.7, 0.00311036896706
ratio, 0.8, 0.00282824397087
ratio, 0.9, 0.00274172592163
ratio, 1.0, 0.00251497602463
ratio, 0.0, 0.0100750420094
ratio, 0.1, 0.00844485092163
ratio, 0.2, 0.00767759084702
ratio, 0.3, 0.00619435286522
ratio, 0.4, 0.00537156295776
ratio, 0.5, 0.00433668088913
ratio, 0.6, 0.00371193099022
ratio, 0.7, 0.00320730495453
ratio, 0.8, 0.00277877807617
ratio, 0.9, 0.00268887805939
ratio, 1.0, 0.00248536205292
