ratio, 0.0, 0.00932025504112
ratio, 0.1, 0.0080103468895
ratio, 0.2, 0.00723429489136
ratio, 0.3, 0.00623430013657
ratio, 0.4, 0.00529908895493
ratio, 0.5, 0.00435936594009
ratio, 0.6, 0.00375991988182
ratio, 0.7, 0.00309906697273
ratio, 0.8, 0.00284961009026
ratio, 0.9, 0.0025825920105
ratio, 1.0, 0.00253150701523
ratio, 0.0, 0.0101932401657
ratio, 0.1, 0.0086273458004
ratio, 0.2, 0.00749516415596
ratio, 0.3, 0.00631889820099
ratio, 0.4, 0.00543487405777
ratio, 0.5, 0.00443618202209
ratio, 0.6, 0.00371916222572
ratio, 0.7, 0.00314725112915
ratio, 0.8, 0.00288227200508
ratio, 0.9, 0.00283201694489
ratio, 1.0, 0.00271517515182
ratio, 0.0, 0.010270619154
ratio, 0.1, 0.00858469605446
ratio, 0.2, 0.00725691795349
ratio, 0.3, 0.00632575702667
ratio, 0.4, 0.00539975619316
ratio, 0.5, 0.00439750289917
ratio, 0.6, 0.00366634511948
ratio, 0.7, 0.00328364706039
ratio, 0.8, 0.00278189897537
ratio, 0.9, 0.00254908394814
ratio, 1.0, 0.00251954984665
