ratio, 0.0, 0.00883154606819
ratio, 0.25, 0.00207052993774
ratio, 0.5, 0.00205999493599
ratio, 0.75, 0.00209000897408
ratio, 1.0, 0.00206816291809
ratio, 1.0, 0.00205954098701
ratio, 0.0, 0.00869296693802
ratio, 0.25, 0.00598398518562
ratio, 0.5, 0.00394342017174
ratio, 0.75, 0.00258846092224
ratio, 1.0, 0.00219842791557
ratio, 0.0, 0.00881247019768
ratio, 0.25, 0.00600258398056
ratio, 0.5, 0.00396235895157
ratio, 0.75, 0.00256467604637
ratio, 1.0, 0.002189442873
ratio, 0.0, 0.00974295687675
ratio, 0.25, 0.00687058401108
ratio, 0.5, 0.00459129595757
ratio, 0.75, 0.00302482199669
ratio, 1.0, 0.00269819617271
